timestamp,open,high,low,close,volume
2022-11-02,147.0300,148.0800,144.4800,144.5200,5345330
2022-11-01,146.6600,147.7000,144.5500,146.9100,6351399
2022-10-31,145.1700,146.7800,144.0800,146.4000,8604836
2022-10-28,145.9300,148.9800,142.3400,147.6100,10812155
2022-10-27,153.7600,153.9900,152.0600,153.5000,6850415
2022-10-26,151.0100,152.8900,150.7000,152.5100,4728270
2022-10-25,148.0300,150.6000,147.2850,149.8200,5229382
2022-10-24,148.7100,151.5300,148.7000,150.8900,5139685
2022-10-21,143.3400,147.7550,142.4250,147.0600,5419447
2022-10-20,143.1600,144.0367,142.4300,142.9300,3880102
2022-10-19,144.8000,145.4500,142.3100,143.1300,3333531
2022-10-18,145.2300,145.8694,143.5300,144.6000,3540393
2022-10-17,142.6500,144.9300,142.1000,144.4100,4016197
2022-10-14,142.6000,144.4800,142.2100,142.9400,5290634
2022-10-13,136.7000,143.1800,136.2700,142.9200,5066422
2022-10-12,141.6400,143.0600,139.9300,139.9800,4527978
2022-10-11,138.0200,143.6800,138.0200,141.5100,5675053
2022-10-10,139.0300,139.5850,136.8700,138.3100,3830982
2022-10-07,139.0100,140.0500,137.5500,138.7600,4648839
2022-10-06,142.7900,142.9900,139.9000,140.2900,5124994
2022-10-05,141.4700,144.4700,141.1101,143.3300,4777913
2022-10-04,139.2100,142.7200,137.7585,141.9900,6612386
2022-10-03,135.8800,138.8000,135.3058,138.3200,7437506
2022-09-30,142.2000,142.3250,134.0900,134.2100,15358992
2022-09-29,144.8500,145.2500,141.8300,142.7200,5509430
2022-09-28,144.2200,145.3170,142.6222,144.6000,5226665
2022-09-27,142.5900,145.5400,141.2900,141.7200,5598162
2022-09-26,142.0800,142.8000,140.1100,141.2100,5697755
2022-09-23,142.0700,143.4199,140.9534,143.0600,5751553
2022-09-22,140.2100,144.4600,140.0000,143.0100,5931138
2022-09-21,142.1500,143.6282,140.2900,140.3100,5076059
2022-09-20,141.8200,142.4900,140.3700,141.7700,4532904
2022-09-19,143.6400,143.8600,141.4300,142.6600,5042468
2022-09-16,143.4000,144.8500,141.3600,144.0600,13887527
2022-09-15,139.9900,143.9000,139.3900,142.5100,6416933
2022-09-14,139.1700,140.4391,138.2700,139.5500,4673843
2022-09-13,140.5500,141.9300,137.4900,138.5300,6195920
