timestamp,open,high,low,close,volume
2022-11-01,14.4400,14.5350,14.0950,14.1100,25606944
2022-10-31,14.0300,14.3200,13.8850,14.1800,26486658
2022-10-28,14.0000,14.1000,13.7850,14.0000,26410638
2022-10-27,14.1800,14.4799,13.9600,13.9700,25575249
2022-10-26,14.1400,14.4400,13.9901,14.0000,28326142
2022-10-25,14.0500,14.3700,13.9300,14.2900,27677202
2022-10-24,13.7500,14.1200,13.5850,14.1000,32810996
2022-10-21,13.3600,13.8650,13.2100,13.7100,36759998
2022-10-20,13.9500,14.2700,13.4250,13.4600,58239740
2022-10-19,13.9800,14.2800,13.7200,13.9900,55466449
2022-10-18,13.5700,13.8800,13.4600,13.7000,38762392
2022-10-17,13.5300,13.5850,12.9200,13.2000,39973756
2022-10-14,13.3500,13.5801,12.9600,13.1100,34831681
2022-10-13,12.4950,13.1950,12.1800,13.0500,53206137
2022-10-12,12.2100,12.8300,11.9750,12.7000,40359164
2022-10-11,12.7400,12.8550,11.7900,12.2600,64438050
2022-10-10,12.2000,12.3200,11.8600,12.0500,29602582
2022-10-07,12.5000,12.5400,11.9450,12.1800,37297665
2022-10-06,12.7700,13.0000,12.4000,12.7300,31569282
2022-10-05,12.6300,12.9600,12.4300,12.8700,28172462
2022-10-04,12.3100,13.0500,12.3000,12.9500,47616039
2022-10-03,12.0200,12.2300,11.6514,11.9200,41156749
2022-09-30,12.1300,12.3972,12.0100,12.0400,30111446
2022-09-29,12.5300,12.5500,12.0900,12.2500,34402783
2022-09-28,12.2400,12.8000,12.0800,12.7500,34069318
2022-09-27,12.1900,12.5100,11.9100,12.2700,44010453
2022-09-26,12.1800,12.4250,11.8500,11.8600,38155632
2022-09-23,12.4800,12.5720,11.8600,12.2100,53874907
2022-09-22,13.3000,13.3300,12.5200,12.7100,43772900
2022-09-21,13.8500,13.8500,13.2300,13.2300,40988737
2022-09-20,14.2000,14.3300,13.6900,13.9700,31083423
2022-09-19,13.6000,14.2999,13.6000,14.2100,25403161
2022-09-16,13.9400,14.0207,13.6200,13.7500,27318978
