timestamp,open,high,low,close,volume
2022-11-01,9.9700,9.9750,9.9700,9.9700,131466
2022-10-31,9.9700,9.9779,9.9700,9.9700,22577
2022-10-28,9.9700,9.9800,9.9700,9.9800,40616
2022-10-27,9.9700,9.9800,9.9700,9.9700,15433
2022-10-26,9.9800,9.9800,9.9700,9.9750,8015
2022-10-25,9.9600,9.9700,9.9600,9.9700,41014
2022-10-24,9.9600,9.9650,9.9600,9.9600,16490
2022-10-21,9.9400,9.9600,9.9400,9.9600,103128
2022-10-20,9.9400,9.9575,9.9400,9.9450,2101
2022-10-19,9.9400,9.9550,9.9400,9.9500,9223
2022-10-18,9.9800,9.9800,9.9500,9.9500,129453
2022-10-17,9.9400,9.9500,9.9400,9.9500,11610
2022-10-14,9.9400,9.9450,9.9400,9.9400,50406
2022-10-13,9.9300,9.9500,9.9300,9.9400,86551
2022-10-12,9.9400,9.9600,9.9400,9.9500,12905
2022-10-11,9.9400,9.9600,9.9300,9.9600,253033
2022-10-10,9.9500,9.9550,9.9400,9.9400,33583
2022-10-07,9.9300,9.9500,9.9300,9.9500,49374
2022-10-06,9.9500,9.9500,9.9300,9.9300,539411
2022-10-05,9.9500,9.9500,9.9400,9.9500,416915
2022-10-04,9.9400,9.9500,9.9250,9.9400,1812826
2022-10-03,9.9300,9.9400,9.9300,9.9400,294860
2022-09-30,9.9100,9.9300,9.9100,9.9300,24009
2022-09-29,9.9200,9.9300,9.9100,9.9100,1763638
2022-09-28,9.9400,9.9400,9.9200,9.9250,17055
2022-09-27,9.9400,9.9400,9.9200,9.9250,114036
2022-09-26,9.9200,9.9300,9.9100,9.9200,425413
2022-09-23,9.9400,9.9400,9.9125,9.9200,445066
2022-09-22,9.9300,9.9500,9.9300,9.9400,595196
2022-09-21,9.9300,9.9400,9.9300,9.9400,380875
2022-09-20,9.9300,9.9400,9.9250,9.9300,221022
2022-09-19,9.9300,9.9400,9.9200,9.9300,2520461
2022-09-16,9.9300,9.9300,9.9200,9.9300,73565
2022-09-15,9.9100,9.9400,9.9100,9.9300,183382
2022-09-14,9.9200,9.9300,9.9200,9.9200,29080
2022-09-13,9.9100,9.9300,9.9100,9.9300,1341093
2022-09-12,9.9100,9.9200,9.9050,9.9100,1257631
2022-09-09,9.9100,9.9200,9.9100,9.9100,53315
2022-09-08,9.9100,9.9200,9.9050,9.9200,407242
2022-09-07,9.9100,9.9200,9.9100,9.9200,127642
2022-09-06,9.9000,9.9100,9.9000,9.9000,79276
2022-09-02,9.8900,9.9000,9.8900,9.9000,13809
2022-09-01,9.8900,9.9091,9.8900,9.8900,87004
2022-08-31,9.9000,9.9100,9.8900,9.9100,319077
2022-08-30,9.9100,9.9100,9.8900,9.9100,104102
2022-08-29,9.9100,9.9150,9.8900,9.9000,592023
2022-08-26,9.8900,9.9100,9.8900,9.9100,104706
2022-08-25,9.8900,9.9000,9.8800,9.9000,221564
2022-08-24,9.8700,9.8850,9.8700,9.8700,628654
2022-08-23,9.8700,9.8800,9.8700,9.8800,52312
2022-08-22,9.8700,9.8800,9.8700,9.8700,13573
2022-08-19,9.8700,9.8900,9.8700,9.8800,1495080
2022-08-18,9.8800,9.8800,9.8700,9.8700,126695
2022-08-17,9.8900,9.8900,9.8700,9.8900,93862
2022-08-16,9.8800,9.8900,9.8800,9.8900,14246
2022-08-15,9.8800,9.8900,9.8800,9.8850,787837
2022-08-12,9.8800,9.8900,9.8800,9.8800,153833
2022-08-11,9.8900,9.8900,9.8700,9.8800,149231
2022-08-10,9.8900,9.8900,9.8700,9.8800,149992
2022-08-09,9.8800,9.8850,9.8750,9.8800,113744
2022-08-08,9.8900,9.8900,9.8700,9.8800,80199
2022-08-05,9.8800,9.8900,9.8700,9.8900,81378
2022-08-04,9.9000,9.9000,9.8700,9.8700,1075280
2022-08-03,9.8800,9.8900,9.8700,9.8900,281455
2022-08-02,9.8700,9.8950,9.8700,9.8800,746107
2022-08-01,9.8700,9.8700,9.8600,9.8700,92889
2022-07-29,9.8600,9.8799,9.8600,9.8700,87499
2022-07-28,9.8600,9.8800,9.8600,9.8700,705302
2022-07-27,9.8700,9.8750,9.8600,9.8600,121908
2022-07-26,9.8600,9.8800,9.8600,9.8700,164656
2022-07-25,9.8800,9.8800,9.8600,9.8700,85606
2022-07-22,9.8700,9.8800,9.8600,9.8700,703973
2022-07-21,9.8500,9.8800,9.8500,9.8600,4512931
2022-07-20,9.8500,9.8600,9.8400,9.8500,190002
2022-07-19,9.8300,9.8450,9.8250,9.8400,156190
