timestamp,open,high,low,close,volume
2022-11-01,132.4500,137.9900,129.0900,132.0300,1914041
2022-10-31,129.3900,130.7700,128.4800,129.6600,2265132
2022-10-28,125.1900,129.4900,124.9950,129.2800,2182649
2022-10-27,124.6100,125.8200,124.1100,124.6200,1025695
2022-10-26,123.9700,124.6900,122.4700,123.7400,989454
2022-10-25,120.2000,123.4600,120.0500,123.0400,1115601
2022-10-24,119.7900,121.1700,119.3700,120.4500,893599
2022-10-21,115.1000,119.4100,114.3550,119.1800,1150999
2022-10-20,117.7000,117.8100,114.2500,115.1000,1395746
2022-10-19,117.7300,118.9100,116.7900,117.9900,1272163
2022-10-18,119.4100,120.2400,117.6100,119.1200,1857625
2022-10-17,115.1100,117.1550,114.9500,116.9600,1029367
2022-10-14,116.7600,117.0200,113.1300,113.2600,1040316
2022-10-13,111.7200,116.0400,110.9600,115.8000,1632524
2022-10-12,115.4000,116.1250,113.9800,113.9900,1202709
2022-10-11,115.1800,116.7400,114.3600,115.0600,778403
2022-10-10,117.1700,117.2800,114.6800,115.5300,580097
2022-10-07,118.5700,118.8200,115.6600,116.2900,940126
2022-10-06,120.6700,121.4500,119.2500,119.7100,1013023
2022-10-05,119.9900,122.2400,119.9400,121.0800,1051965
2022-10-04,119.6600,121.7000,119.4700,121.1200,1352479
2022-10-03,115.1200,118.4800,114.6100,117.5500,1019830
2022-09-30,113.3300,114.9400,112.5800,113.4100,1970152
2022-09-29,113.3900,113.5650,112.2400,113.2800,682790
2022-09-28,112.9000,114.8800,112.1750,114.3600,600401
2022-09-27,114.8500,114.8500,110.8700,111.8100,955307
2022-09-26,114.2700,115.6300,113.1100,113.6700,650483
2022-09-23,114.9100,115.1900,112.8000,114.4300,766271
2022-09-22,117.2900,117.7935,115.4100,115.5100,641183
2022-09-21,120.0200,120.9000,117.5000,117.5600,550964
2022-09-20,119.6900,119.6900,118.0900,118.8600,573462
2022-09-19,118.0200,120.6500,118.0200,120.5300,584182
2022-09-16,120.3300,120.3300,117.8750,118.9500,1480157
2022-09-15,122.8300,123.5600,120.9700,121.4400,960762
2022-09-14,123.4600,124.1300,122.0400,123.0600,921919
2022-09-13,123.9100,124.9250,122.7000,123.2500,1163924
2022-09-12,125.9700,127.3700,125.9700,126.8300,1164330
2022-09-09,124.7100,126.1800,124.3900,125.7800,1042138
2022-09-08,121.8100,124.1800,121.3800,123.9900,1048102
2022-09-07,119.6900,122.8800,119.6900,122.6300,1282837
2022-09-06,118.0400,119.6000,116.9700,119.5100,2036490
2022-09-02,121.4700,122.0400,117.3400,117.8300,1556901
2022-09-01,119.5300,120.5000,118.8250,120.4300,1002343
2022-08-31,120.8400,121.6150,119.9050,120.1600,1094921
2022-08-30,122.5300,122.7850,119.9200,120.3500,781623
2022-08-29,121.9900,122.6600,121.2900,121.9500,476616
2022-08-26,127.6800,127.6800,122.2700,122.6600,592865
2022-08-25,127.1000,127.3600,126.0100,127.3100,746113
2022-08-24,126.5900,127.1500,125.6100,126.5700,955236
2022-08-23,125.8800,126.7700,125.3800,126.3800,751433
2022-08-22,127.1600,127.6100,125.6600,126.1500,670047
2022-08-19,129.7500,129.7500,128.4250,128.9000,873597
2022-08-18,129.9700,130.6050,129.3354,130.1300,707537
2022-08-17,128.8100,130.0600,128.3801,129.6400,741919
2022-08-16,128.8800,130.8450,128.7350,130.3100,714274
2022-08-15,128.7300,129.7100,128.0650,129.5500,938428
2022-08-12,127.7200,129.3600,127.1900,129.3100,1043219
2022-08-11,128.1500,128.8900,126.9100,127.1800,851143
2022-08-10,127.2300,127.4800,126.2300,127.0600,887216
2022-08-09,125.0300,125.3900,124.0801,124.8400,775096
2022-08-08,127.2000,127.3350,125.4700,125.6600,985504
2022-08-05,124.5600,126.3400,124.1900,126.2500,790265
2022-08-04,126.3700,126.5800,125.3200,125.3800,790842
2022-08-03,125.7400,126.8500,125.3400,126.2400,1387817
2022-08-02,131.9300,131.9300,124.3586,124.8100,1957143
2022-08-01,122.5300,123.2550,121.7400,122.3800,1498415
2022-07-29,120.8600,123.7560,119.8900,123.5000,1120505
2022-07-28,119.4800,120.9300,118.1300,120.6500,808365
2022-07-27,116.8200,119.1400,116.2350,118.6000,751501
2022-07-26,115.5000,116.3200,114.8400,116.1300,751280
2022-07-25,115.4600,116.1600,114.5250,115.5000,709994
2022-07-22,116.1400,116.4700,114.6200,115.3300,804597
2022-07-21,113.8700,115.6800,113.3600,115.6300,692328
2022-07-20,113.1500,114.1000,112.5000,113.8200,726082
2022-07-19,110.3200,113.1300,109.9700,112.9000,1321004
2022-07-18,111.9400,112.4000,108.8300,109.1000,1016662
2022-07-15,111.1800,111.7500,110.0010,111.7000,838820
2022-07-14,107.8300,109.9700,106.9800,109.7300,1033586
2022-07-13,108.5800,110.4600,108.2600,109.5800,779959
2022-07-12,111.7100,112.8850,109.9200,110.2600,933397
2022-07-11,110.2800,112.6400,109.8500,111.9300,945694
2022-07-08,113.4800,113.4800,111.5400,112.3500,809755
2022-07-07,112.7700,113.6500,112.2600,113.4100,1075370
2022-07-06,111.9400,113.3250,110.6800,112.3400,1036266
2022-07-05,110.1900,111.5100,108.8000,111.4000,1069299
2022-07-01,109.8000,111.7600,109.5300,111.4600,908208
2022-06-30,109.1900,110.8400,108.4500,109.8900,1209975
2022-06-29,110.4300,110.7500,108.6000,110.5400,962711
2022-06-28,113.1200,113.7100,109.9100,110.1200,998359
2022-06-27,113.8900,113.8900,112.2350,112.7100,831534
2022-06-24,110.0000,113.5800,109.8400,113.5000,1245004
2022-06-23,108.6100,109.2400,106.9700,108.9600,959546
2022-06-22,106.7600,109.6900,106.7600,108.5100,902607
2022-06-21,108.3300,108.8800,107.4500,108.2900,885447
2022-06-17,107.8400,108.5400,106.1700,107.1400,2074857
2022-06-16,110.0900,110.2400,107.8200,108.2300,1639371
2022-06-15,112.3600,113.6800,110.7500,112.2800,914367
2022-06-14,111.9300,112.6800,110.1500,111.3400,1372317
2022-06-13,112.9600,114.1800,111.2800,111.7100,1606768
2022-06-10,117.1500,117.6400,115.4100,115.4600,658099
